Concept,Rel,Feature,Frequency,上级类别,下级类别
驴肉,有,有-蛋白质,3.0,食物,肉食
驴肉,有,有-肥肉,3.0,食物,肉食
驴肉,有,有-纤维,3.0,食物,肉食
驴肉,可以,可以-包饺子,2.0,食物,肉食
驴肉,可以,可以-饱腹,2.0,食物,肉食
驴肉,可以,可以-炒,2.0,食物,肉食
驴肉,可以,可以-买卖,2.0,食物,肉食
驴肉,其他,其他-动物,2.0,食物,肉食
驴肉,像,像-狗肉,2.0,食物,肉食
驴肉,像,像-火腿肠,2.0,食物,肉食
驴肉,像,像-兔肉,2.0,食物,肉食
驴肉,需要,需要-刀,2.0,食物,肉食
驴肉,需要,需要-加热,2.0,食物,肉食
驴肉,需要,需要-冷藏,2.0,食物,肉食
驴肉,有,有-瘦肉,2.0,食物,肉食
驴肉,有,有-油,2.0,食物,肉食
绿灯,是,是-灯,24.0,人造物,电器
绿灯,需要,需要-电,19.0,人造物,电器
绿灯,其他,其他-交通,17.0,人造物,电器
绿灯,是,是-绿色的,15.0,人造物,电器
绿灯,是,是-信号,12.0,人造物,电器
绿灯,是,是-指示,8.0,人造物,电器
绿灯,是,是-亮的,7.0,人造物,电器
绿灯,有,有-灯泡,7.0,人造物,电器
绿灯,有,有-多种颜色,7.0,人造物,电器
绿灯,有,有-光,5.0,人造物,电器
绿灯,可以,可以-发光,4.0,人造物,电器
绿灯,其他,其他-红灯停,4.0,人造物,电器
绿灯,有,有-灯罩,4.0,人造物,电器
绿灯,有,有-时间,4.0,人造物,电器
绿灯,有,有-罩子,4.0,人造物,电器
绿灯,可以,可以-通行,3.0,人造物,电器
绿灯,是,是-圆形,3.0,人造物,电器
绿灯,像,像-红灯,3.0,人造物,电器
绿灯,需要,需要-维护,3.0,人造物,电器
绿灯,其他,其他-黄灯,2.0,人造物,电器
绿灯,其他,其他-交通指示灯,2.0,人造物,电器
绿灯,是,是-安全的,2.0,人造物,电器
绿灯,是,是-暗的,2.0,人造物,电器
绿灯,是,是-标志,2.0,人造物,电器
绿灯,是,是-工具,2.0,人造物,电器
绿灯,是,是-路边的,2.0,人造物,电器
绿灯,是,是-设施,2.0,人造物,电器
绿灯,像,像-月亮,2.0,人造物,电器
绿灯,需要,需要-程序,2.0,人造物,电器
绿灯,有,有-高度,2.0,人造物,电器
绿豆,是,是-绿色的,20.6896551724138,植物,蔬菜
绿豆,是,是-食物,17.5862068965517,植物,蔬菜
绿豆,是,是-植物,14.4827586206896,植物,蔬菜
绿豆,是,是-豆,13.448275862069,植物,蔬菜
绿豆,需要,需要-种植,9.31034482758621,植物,蔬菜
绿豆,有,有-皮,8.27586206896552,植物,蔬菜
绿豆,是,是-小的,7.24137931034483,植物,蔬菜
绿豆,像,像-红豆,7.24137931034483,植物,蔬菜
绿豆,像,像-黄豆,7.24137931034483,植物,蔬菜
绿豆,需要,需要-水,7.24137931034483,植物,蔬菜
绿豆,有,有-营养,7.24137931034483,植物,蔬菜
绿豆,是,是-圆形,6.20689655172414,植物,蔬菜
绿豆,像,像-石头,6.20689655172414,植物,蔬菜
绿豆,可以,可以-清热,5.17241379310345,植物,蔬菜
绿豆,是,是-种子,5.17241379310345,植物,蔬菜
绿豆,需要,需要-阳光,5.17241379310345,植物,蔬菜
绿豆,可以,可以-解毒,4.13793103448276,植物,蔬菜
绿豆,需要,需要-土,4.13793103448276,植物,蔬菜
绿豆,需要,需要-煮,4.13793103448276,植物,蔬菜
绿豆,有,有-蛋白质,4.13793103448276,植物,蔬菜
绿豆,有,有-胚芽,4.13793103448276,植物,蔬菜
绿豆,可以,可以-解暑,3.10344827586207,植物,蔬菜
绿豆,是,是-颗粒的,3.10344827586207,植物,蔬菜
绿豆,需要,需要-空气,3.10344827586207,植物,蔬菜
绿豆,有,有-淀粉,3.10344827586207,植物,蔬菜
绿豆,有,有-多种种类,3.10344827586207,植物,蔬菜
绿豆,可以,可以-熬,2.06896551724138,植物,蔬菜
绿豆,可以,可以-发芽,2.06896551724138,植物,蔬菜
绿豆,可以,可以-利尿,2.06896551724138,植物,蔬菜
绿豆,可以,可以-买卖,2.06896551724138,植物,蔬菜
绿豆,是,是-豆制品,2.06896551724138,植物,蔬菜
绿豆,是,是-谷物,2.06896551724138,植物,蔬菜
绿豆,是,是-香的,2.06896551724138,植物,蔬菜
绿豆,像,像-球,2.06896551724138,植物,蔬菜
绿豆,像,像-眼睛,2.06896551724138,植物,蔬菜
绿豆,需要,需要-高温,2.06896551724138,植物,蔬菜
绿豆,需要,需要-清洗,2.06896551724138,植物,蔬菜
绿豆,需要,需要-收割,2.06896551724138,植物,蔬菜
绿豆,有,有-多种型号,2.06896551724138,植物,蔬菜
绿豆汤,有,有-绿豆,26.0,食物,酒水饮料
绿豆汤,有,有-水,20.0,食物,酒水饮料
绿豆汤,可以,可以-解暑,15.0,食物,酒水饮料
绿豆汤,可以,可以-饮用,13.0,食物,酒水饮料
绿豆汤,需要,需要-熬,13.0,食物,酒水饮料
绿豆汤,是,是-绿色的,11.0,食物,酒水饮料
绿豆汤,是,是-食物,11.0,食物,酒水饮料
绿豆汤,需要,需要-煮,10.0,食物,酒水饮料
绿豆汤,是,是-汤,9.0,食物,酒水饮料
绿豆汤,可以,可以-解渴,6.0,食物,酒水饮料
绿豆汤,是,是-甜的,6.0,食物,酒水饮料
绿豆汤,像,像-粥,6.0,食物,酒水饮料
绿豆汤,有,有-糖,6.0,食物,酒水饮料
绿豆汤,可以,可以-解毒,5.0,食物,酒水饮料
绿豆汤,是,是-饮料,5.0,食物,酒水饮料
绿豆汤,像,像-红豆汤,5.0,食物,酒水饮料
绿豆汤,可以,可以-清热,4.0,食物,酒水饮料
绿豆汤,可以,可以-降火,3.0,食物,酒水饮料
绿豆汤,是,是-好吃的,3.0,食物,酒水饮料
绿豆汤,是,是-好喝的,3.0,食物,酒水饮料
绿豆汤,是,是-红色的,3.0,食物,酒水饮料
绿豆汤,是,是-液体,3.0,食物,酒水饮料
绿豆汤,有,有-营养,3.0,食物,酒水饮料
绿豆汤,可以,可以-降暑,2.0,食物,酒水饮料
绿豆汤,可以,可以-清热解暑,2.0,食物,酒水饮料
绿豆汤,可以,可以-下火,2.0,食物,酒水饮料
绿豆汤,是,是-汤类,2.0,食物,酒水饮料
绿豆汤,是,是-小吃,2.0,食物,酒水饮料
绿豆汤,需要,需要-冷藏,2.0,食物,酒水饮料
绿豆汤,需要,需要-制造,2.0,食物,酒水饮料
麻花,是,是-食物,30.0,食物,固态干粮
麻花,是,是-面食,12.0,食物,固态干粮
麻花,是,是-油炸类,12.0,食物,固态干粮
麻花,像,像-辫子,9.0,食物,固态干粮
麻花,有,有-面粉,8.0,食物,固态干粮
麻花,有,有-油,8.0,食物,固态干粮
麻花,需要,需要-炸,7.0,食物,固态干粮
麻花,是,是-零食,6.0,食物,固态干粮
麻花,是,是-香的,6.0,食物,固态干粮
麻花,像,像-绳子,6.0,食物,固态干粮
麻花,有,有-芝麻,6.0,食物,固态干粮
麻花,是,是-甜的,5.0,食物,固态干粮
麻花,是,是-硬的,5.0,食物,固态干粮
麻花,像,像-麻花辫,5.0,食物,固态干粮
麻花,有,有-多种种类,5.0,食物,固态干粮
麻花,是,是-小吃,4.0,食物,固态干粮
麻花,需要,需要-制造,4.0,食物,固态干粮
麻花,可以,可以-饱腹,3.0,食物,固态干粮
麻花,可以,可以-送礼,3.0,食物,固态干粮
麻花,是,是-黄色的,3.0,食物,固态干粮
麻花,是,是-咸的,3.0,食物,固态干粮
麻花,需要,需要-保存,3.0,食物,固态干粮
麻花,需要,需要-防潮,3.0,食物,固态干粮
麻花,有,有-糖,3.0,食物,固态干粮
麻花,可以,可以-解馋,2.0,食物,固态干粮
麻花,可以,可以-买卖,2.0,食物,固态干粮
麻花,其他,其他-辫子,2.0,食物,固态干粮
麻花,是,是-脆的,2.0,食物,固态干粮
麻花,是,是-好吃的,2.0,食物,固态干粮
麻花,是,是-卷的,2.0,食物,固态干粮
麻花,是,是-难吃的,2.0,食物,固态干粮
麻花,是,是-天津的,2.0,食物,固态干粮
麻花,是,是-天津特产,2.0,食物,固态干粮
麻花,是,是-长的,2.0,食物,固态干粮
麻花,像,像-油条,2.0,食物,固态干粮
麻花,需要,需要-发酵,2.0,食物,固态干粮
麻花,需要,需要-密封,2.0,食物,固态干粮
麻花,需要,需要-拧,2.0,食物,固态干粮
麻花,有,有-白糖,2.0,食物,固态干粮
麻花,有,有-盐,2.0,食物,固态干粮
麻雀,可以,可以-飞,28.0,动物,鸟
麻雀,是,是-鸟,26.0,动物,鸟
麻雀,需要,需要-食物,25.0,动物,鸟
麻雀,是,是-动物,21.0,动物,鸟
麻雀,有,有-翅膀,20.0,动物,鸟
麻雀,需要,需要-水,18.0,动物,鸟
麻雀,有,有-嘴巴,16.0,动物,鸟
麻雀,有,有-羽毛,15.0,动物,鸟
麻雀,需要,需要-空气,11.0,动物,鸟
麻雀,有,有-爪子,11.0,动物,鸟
麻雀,是,是-小的,10.0,动物,鸟
麻雀,有,有-眼睛,10.0,动物,鸟
麻雀,是,是-食物,7.0,动物,鸟
麻雀,需要,需要-睡觉,7.0,动物,鸟
麻雀,可以,可以-叫,5.0,动物,鸟
麻雀,是,是-棕色的,5.0,动物,鸟
麻雀,需要,需要-阳光,5.0,动物,鸟
麻雀,有,有-头,5.0,动物,鸟
麻雀,可以,可以-捕猎,4.0,动物,鸟
麻雀,像,像-鹌鹑,4.0,动物,鸟
麻雀,需要,需要-虫,4.0,动物,鸟
麻雀,有,有-脚,4.0,动物,鸟
麻雀,有,有-内脏,4.0,动物,鸟
麻雀,是,是-灰色的,3.0,动物,鸟
麻雀,是,是-小巧的,3.0,动物,鸟
麻雀,像,像-鸡,3.0,动物,鸟
麻雀,需要,需要-保护,3.0,动物,鸟
麻雀,需要,需要-树枝,3.0,动物,鸟
麻雀,可以,可以-捕虫,2.0,动物,鸟
麻雀,可以,可以-孵化,2.0,动物,鸟
麻雀,是,是-禽类,2.0,动物,鸟
麻雀,是,是-生物,2.0,动物,鸟
麻雀,像,像-飞机,2.0,动物,鸟
麻雀,像,像-鸽子,2.0,动物,鸟
麻雀,像,像-喜鹊,2.0,动物,鸟
麻雀,像,像-燕子,2.0,动物,鸟
麻雀,像,像-鹦鹉,2.0,动物,鸟
麻雀,有,有-多种种类,2.0,动物,鸟
麻雀,有,有-两只脚,2.0,动物,鸟
麻雀,有,有-身体,2.0,动物,鸟
麻雀,有,有-四肢,2.0,动物,鸟
麻雀,有,有-腿,2.0,动物,鸟
麻雀,有,有-尾巴,2.0,动物,鸟
马车,有,有-马,25.0,交通工具,车
马车,是,是-工具,22.0,交通工具,车
马车,是,是-车,20.0,交通工具,车
马车,有,有-轮子,20.0,交通工具,车
马车,其他,其他-交通,19.0,交通工具,车
马车,需要,需要-拉,10.0,交通工具,车
马车,需要,需要-人,8.0,交通工具,车
马车,是,是-古代的,7.0,交通工具,车
马车,可以,可以-拉货,6.0,交通工具,车
马车,像,像-轿子,5.0,交通工具,车
马车,有,有-缰绳,5.0,交通工具,车
马车,可以,可以-代步,4.0,交通工具,车
马车,是,是-古老的,4.0,交通工具,车
马车,像,像-房屋,4.0,交通工具,车
马车,像,像-火车,4.0,交通工具,车
马车,需要,需要-驾驶,4.0,交通工具,车
马车,有,有-车厢,4.0,交通工具,车
马车,有,有-座位,4.0,交通工具,车
马车,可以,可以-出行,3.0,交通工具,车
马车,可以,可以-行驶,3.0,交通工具,车
马车,有,有-车夫,3.0,交通工具,车
马车,有,有-车架,3.0,交通工具,车
马车,可以,可以-乘坐,2.0,交通工具,车
马车,可以,可以-跑,2.0,交通工具,车
马车,其他,其他-古代主要的交通工具,2.0,交通工具,车
马车,是,是-传统的,2.0,交通工具,车
马车,是,是-大的,2.0,交通工具,车
马车,是,是-道具,2.0,交通工具,车
马车,是,是-木的,2.0,交通工具,车
马车,像,像-盒子,2.0,交通工具,车
马车,像,像-驴车,2.0,交通工具,车
马车,像,像-南瓜车,2.0,交通工具,车
马车,像,像-拖拉机,2.0,交通工具,车
马车,需要,需要-给马喂草,2.0,交通工具,车
马车,需要,需要-人驾驭,2.0,交通工具,车
马车,需要,需要-维护,2.0,交通工具,车
马车,需要,需要-喂马,2.0,交通工具,车
马车,需要,需要-有人驾驶,2.0,交通工具,车
马车,需要,需要-制造,2.0,交通工具,车
马车,有,有-布,2.0,交通工具,车
马车,有,有-窗户,2.0,交通工具,车
马车,有,有-空间,2.0,交通工具,车
马齿苋,有,有-叶子,19.6551724137931,植物,蔬菜
马齿苋,是,是-植物,18.6206896551724,植物,蔬菜
马齿苋,需要,需要-水,16.551724137931,植物,蔬菜
马齿苋,需要,需要-土,15.5172413793104,植物,蔬菜
马齿苋,需要,需要-阳光,15.5172413793104,植物,蔬菜
马齿苋,是,是-绿色的,11.3793103448276,植物,蔬菜
马齿苋,有,有-茎,11.3793103448276,植物,蔬菜
马齿苋,是,是-食物,10.3448275862069,植物,蔬菜
马齿苋,需要,需要-空气,10.3448275862069,植物,蔬菜
马齿苋,有,有-根,9.31034482758621,植物,蔬菜
马齿苋,是,是-药,8.27586206896552,植物,蔬菜
马齿苋,是,是-草,7.24137931034483,植物,蔬菜
马齿苋,是,是-草本类,5.17241379310345,植物,蔬菜
马齿苋,是,是-蔬菜,5.17241379310345,植物,蔬菜
马齿苋,需要,需要-种植,5.17241379310345,植物,蔬菜
马齿苋,是,是-菜,4.13793103448276,植物,蔬菜
马齿苋,像,像-马齿,4.13793103448276,植物,蔬菜
马齿苋,有,有-锯齿,4.13793103448276,植物,蔬菜
马齿苋,可以,可以-凉拌,3.10344827586207,植物,蔬菜
马齿苋,可以,可以-清热,3.10344827586207,植物,蔬菜
马齿苋,是,是-红色的,3.10344827586207,植物,蔬菜
马齿苋,是,是-青菜,3.10344827586207,植物,蔬菜
马齿苋,是,是-中药,3.10344827586207,植物,蔬菜
马齿苋,像,像-花,3.10344827586207,植物,蔬菜
马齿苋,像,像-牙齿,3.10344827586207,植物,蔬菜
马齿苋,需要,需要-氧气,3.10344827586207,植物,蔬菜
马齿苋,有,有-多种种类,3.10344827586207,植物,蔬菜
马齿苋,可以,可以-保护,2.06896551724138,植物,蔬菜
马齿苋,可以,可以-观赏,2.06896551724138,植物,蔬菜
马齿苋,可以,可以-消炎,2.06896551724138,植物,蔬菜
马齿苋,是,是-饲料,2.06896551724138,植物,蔬菜
马齿苋,像,像-菠菜,2.06896551724138,植物,蔬菜
马齿苋,像,像-三叶草,2.06896551724138,植物,蔬菜
马齿苋,需要,需要-采摘,2.06896551724138,植物,蔬菜
马齿苋,需要,需要-营养,2.06896551724138,植物,蔬菜
马齿苋,有,有-多种颜色,2.06896551724138,植物,蔬菜
马齿苋,有,有-杆子,2.06896551724138,植物,蔬菜
马齿苋,有,有-花,2.06896551724138,植物,蔬菜
马齿苋,有,有-树枝,2.06896551724138,植物,蔬菜
马齿苋,有,有-营养,2.06896551724138,植物,蔬菜
马桶,可以,可以-冲水,19.0,人造物,家具
马桶,有,有-盖子,17.0,人造物,家具
马桶,像,像-椅子,12.0,人造物,家具
马桶,需要,需要-清洗,11.0,人造物,家具
马桶,有,有-马桶盖,11.0,人造物,家具
马桶,其他,其他-厕所,10.0,人造物,家具
马桶,有,有-水箱,10.0,人造物,家具
马桶,是,是-白色的,8.0,人造物,家具
马桶,可以,可以-上厕所,7.0,人造物,家具
马桶,有,有-水,7.0,人造物,家具
马桶,是,是-家具,6.0,人造物,家具
马桶,是,是-桶,5.0,人造物,家具
马桶,可以,可以-排泄,4.0,人造物,家具
马桶,是,是-家居用品,4.0,人造物,家具
马桶,是,是-生活用品,4.0,人造物,家具
马桶,是,是-陶瓷,4.0,人造物,家具
马桶,是,是-用具,4.0,人造物,家具
马桶,需要,需要-安装,4.0,人造物,家具
马桶,可以,可以-买卖,3.0,人造物,家具
马桶,是,是-便利的,3.0,人造物,家具
马桶,需要,需要-设计,3.0,人造物,家具
马桶,需要,需要-刷,3.0,人造物,家具
马桶,需要,需要-制造,3.0,人造物,家具
马桶,有,有-垫子,3.0,人造物,家具
马桶,可以,可以-使用,2.0,人造物,家具
马桶,是,是-工具,2.0,人造物,家具
马桶,是,是-人造的,2.0,人造物,家具
马桶,是,是-日常的,2.0,人造物,家具
马桶,是,是-上厕所用的,2.0,人造物,家具
马桶,是,是-塑料,2.0,人造物,家具
马桶,是,是-卫生间里的,2.0,人造物,家具
马桶,是,是-硬的,2.0,人造物,家具
马桶,是,是-坐便器,2.0,人造物,家具
马桶,像,像-箱子,2.0,人造物,家具
马桶,需要,需要-擦,2.0,人造物,家具
马桶,需要,需要-电,2.0,人造物,家具
马桶,需要,需要-水冲,2.0,人造物,家具
马桶,需要,需要-消毒,2.0,人造物,家具
马桶,有,有-按键,2.0,人造物,家具
马桶,有,有-冲水按钮,2.0,人造物,家具
马桶,有,有-马桶垫,2.0,人造物,家具
马桶,有,有-桶盖,2.0,人造物,家具
马桶,有,有-座位,2.0,人造物,家具
蚂蝗,是,是-动物,15.5172413793104,动物,昆虫
蚂蝗,需要,需要-水,14.4827586206896,动物,昆虫
蚂蝗,可以,可以-吸血,13.448275862069,动物,昆虫
蚂蝗,是,是-虫,13.448275862069,动物,昆虫
蚂蝗,是,是-有害的,11.3793103448276,动物,昆虫
蚂蝗,需要,需要-食物,11.3793103448276,动物,昆虫
蚂蝗,有,有-翅膀,9.31034482758621,动物,昆虫
蚂蝗,是,是-昆虫,8.27586206896552,动物,昆虫
蚂蝗,像,像-蚯蚓,8.27586206896552,动物,昆虫
蚂蝗,可以,可以-飞,7.24137931034483,动物,昆虫
蚂蝗,是,是-水蛭,7.24137931034483,动物,昆虫
蚂蝗,是,是-环节类,6.20689655172414,动物,昆虫
蚂蝗,需要,需要-空气,6.20689655172414,动物,昆虫
蚂蝗,有,有-嘴巴,6.20689655172414,动物,昆虫
蚂蝗,是,是-药,5.17241379310345,动物,昆虫
蚂蝗,是,是-恶心的,4.13793103448276,动物,昆虫
蚂蝗,是,是-软的,4.13793103448276,动物,昆虫
蚂蝗,是,是-生物,4.13793103448276,动物,昆虫
蚂蝗,有,有-多种颜色,4.13793103448276,动物,昆虫
蚂蝗,有,有-身体,4.13793103448276,动物,昆虫
蚂蝗,有,有-腿,4.13793103448276,动物,昆虫
蚂蝗,有,有-吸盘,4.13793103448276,动物,昆虫
蚂蝗,是,是-食物,3.10344827586207,动物,昆虫
蚂蝗,像,像-蝗虫,3.10344827586207,动物,昆虫
蚂蝗,像,像-蚂蚱,3.10344827586207,动物,昆虫
蚂蝗,需要,需要-洗漱的,3.10344827586207,动物,昆虫
蚂蝗,需要,需要-营养,3.10344827586207,动物,昆虫
蚂蝗,有,有-触角,3.10344827586207,动物,昆虫
蚂蝗,有,有-细胞,3.10344827586207,动物,昆虫
蚂蝗,有,有-眼睛,3.10344827586207,动物,昆虫
蚂蝗,可以,可以-繁衍,2.06896551724138,动物,昆虫
蚂蝗,可以,可以-死亡,2.06896551724138,动物,昆虫
蚂蝗,可以,可以-游泳,2.06896551724138,动物,昆虫
蚂蝗,是,是-黄色的,2.06896551724138,动物,昆虫
蚂蝗,是,是-棕色的,2.06896551724138,动物,昆虫
蚂蝗,像,像-泥鳅,2.06896551724138,动物,昆虫
蚂蝗,像,像-蜈蚣,2.06896551724138,动物,昆虫
蚂蝗,需要,需要-睡觉,2.06896551724138,动物,昆虫
蚂蚁,需要,需要-食物,17.0,动物,昆虫
蚂蚁,是,是-黑色的,14.0,动物,昆虫
蚂蚁,是,是-小的,14.0,动物,昆虫
蚂蚁,是,是-虫,13.0,动物,昆虫
蚂蚁,有,有-触角,13.0,动物,昆虫
蚂蚁,是,是-动物,12.0,动物,昆虫
蚂蚁,是,是-昆虫,11.0,动物,昆虫
蚂蚁,可以,可以-爬,9.0,动物,昆虫
蚂蚁,需要,需要-空气,8.0,动物,昆虫
蚂蚁,需要,需要-水,8.0,动物,昆虫
蚂蚁,可以,可以-搬运,7.0,动物,昆虫
蚂蚁,有,有-腿,6.0,动物,昆虫
蚂蚁,是,是-群居的,5.0,动物,昆虫
蚂蚁,像,像-芝麻,5.0,动物,昆虫
蚂蚁,有,有-身体,5.0,动物,昆虫
蚂蚁,有,有-头,5.0,动物,昆虫
蚂蚁,可以,可以-搬运食物,4.0,动物,昆虫
蚂蚁,可以,可以-咬,4.0,动物,昆虫
蚂蚁,需要,需要-睡觉,4.0,动物,昆虫
蚂蚁,需要,需要-阳光,4.0,动物,昆虫
蚂蚁,有,有-脚,4.0,动物,昆虫
蚂蚁,有,有-眼睛,4.0,动物,昆虫
蚂蚁,可以,可以-繁衍,3.0,动物,昆虫
蚂蚁,有,有-四肢,3.0,动物,昆虫
蚂蚁,有,有-蚁后,3.0,动物,昆虫
蚂蚁,可以,可以-搬家,2.0,动物,昆虫
蚂蚁,可以,可以-咬人,2.0,动物,昆虫
蚂蚁,是,是-节肢类,2.0,动物,昆虫
蚂蚁,是,是-生物,2.0,动物,昆虫
蚂蚁,是,是-团结的,2.0,动物,昆虫
蚂蚁,是,是-药,2.0,动物,昆虫
蚂蚁,是,是-棕色的,2.0,动物,昆虫
蚂蚁,像,像-工人,2.0,动物,昆虫
蚂蚁,像,像-黑豆,2.0,动物,昆虫
蚂蚁,像,像-建筑师,2.0,动物,昆虫
蚂蚁,像,像-蜜蜂,2.0,动物,昆虫
蚂蚁,像,像-小黑虫,2.0,动物,昆虫
蚂蚁,需要,需要-洞穴,2.0,动物,昆虫
蚂蚁,有,有-刺,2.0,动物,昆虫
蚂蚁,有,有-多种种类,2.0,动物,昆虫
蚂蚁,有,有-腹部,2.0,动物,昆虫
蚂蚁,有,有-工蚁,2.0,动物,昆虫
蚂蚁,有,有-毛,2.0,动物,昆虫
蚂蚁,有,有-尾巴,2.0,动物,昆虫
蚂蚁,有,有-胸,2.0,动物,昆虫
蚂蚁,有,有-嘴巴,2.0,动物,昆虫
麦穗,需要,需要-水,17.0,植物,花草
麦穗,是,是-食物,14.0,植物,花草
麦穗,有,有-麦子,13.0,植物,花草
麦穗,是,是-黄色的,12.0,植物,花草
麦穗,是,是-植物,11.0,植物,花草
麦穗,需要,需要-阳光,11.0,植物,花草
麦穗,需要,需要-土,10.0,植物,花草
麦穗,是,是-粮食,7.0,植物,花草
麦穗,需要,需要-空气,7.0,植物,花草
麦穗,需要,需要-收割,7.0,植物,花草
麦穗,需要,需要-种植,7.0,植物,花草
麦穗,有,有-多种颜色,7.0,植物,花草
麦穗,有,有-果实,7.0,植物,花草
麦穗,是,是-金色的,6.0,植物,花草
麦穗,像,像-狗尾草,6.0,植物,花草
麦穗,是,是-谷物,5.0,植物,花草
麦穗,像,像-谷子,5.0,植物,花草
麦穗,有,有-叶子,5.0,植物,花草
麦穗,是,是-金黄色的,4.0,植物,花草
麦穗,是,是-颗粒的,4.0,植物,花草
麦穗,是,是-农作物,4.0,植物,花草
麦穗,像,像-高粱,4.0,植物,花草
麦穗,有,有-茎,4.0,植物,花草
麦穗,是,是-饱满的,3.0,植物,花草
麦穗,是,是-丰收的,3.0,植物,花草
麦穗,像,像-黄金,3.0,植物,花草
麦穗,像,像-水稻,3.0,植物,花草
麦穗,是,是-花,2.0,植物,花草
麦穗,是,是-庄稼,2.0,植物,花草
麦穗,像,像-稻穗,2.0,植物,花草
麦穗,像,像-玉米,2.0,植物,花草
麦穗,需要,需要-晾干,2.0,植物,花草
麦穗,需要,需要-氧气,2.0,植物,花草
麦穗,有,有-根,2.0,植物,花草
麦穗,有,有-谷粒,2.0,植物,花草
麦田,有,有-麦子,21.7241379310345,人造物,工具
麦田,是,是-黄色的,15.5172413793104,人造物,工具
麦田,是,是-金色的,14.4827586206896,人造物,工具
麦田,需要,需要-收割,13.448275862069,人造物,工具
麦田,有,有-水,13.448275862069,人造物,工具
麦田,有,有-土,12.4137931034483,人造物,工具
麦田,需要,需要-阳光,9.31034482758621,人造物,工具
麦田,可以,可以-观赏,8.27586206896552,人造物,工具
麦田,是,是-金黄色的,8.27586206896552,人造物,工具
麦田,需要,需要-肥料,7.24137931034483,人造物,工具
麦田,可以,可以-种植,6.20689655172414,人造物,工具
麦田,是,是-成片的,5.17241379310345,人造物,工具
麦田,需要,需要-空气,5.17241379310345,人造物,工具
麦田,是,是-绿色的,4.13793103448276,人造物,工具
麦田,可以,可以-拍照,3.10344827586207,人造物,工具
麦田,是,是-丰收的,3.10344827586207,人造物,工具
麦田,是,是-宽广的,3.10344827586207,人造物,工具
麦田,像,像-稻田,3.10344827586207,人造物,工具
麦田,像,像-海洋,3.10344827586207,人造物,工具
麦田,可以,可以-绘画,2.06896551724138,人造物,工具
麦田,可以,可以-收获麦子,2.06896551724138,人造物,工具
麦田,是,是-广阔的,2.06896551724138,人造物,工具
麦田,是,是-好看的,2.06896551724138,人造物,工具
麦田,是,是-农作物,2.06896551724138,人造物,工具
麦田,是,是-田地,2.06896551724138,人造物,工具
麦田,是,是-香的,2.06896551724138,人造物,工具
麦田,是,是-一望无际,2.06896551724138,人造物,工具
麦田,像,像-平原,2.06896551724138,人造物,工具
麦田,需要,需要-除草,2.06896551724138,人造物,工具
麦田,需要,需要-打理,2.06896551724138,人造物,工具
麦田,有,有-果实,2.06896551724138,人造物,工具
麦田,有,有-植物,2.06896551724138,人造物,工具
馒头,是,是-食物,28.0,食物,固态干粮
馒头,需要,需要-蒸,13.0,食物,固态干粮
馒头,是,是-面食,12.0,食物,固态干粮
馒头,是,是-白色的,9.0,食物,固态干粮
馒头,可以,可以-饱腹,7.0,食物,固态干粮
馒头,有,有-淀粉,6.0,食物,固态干粮
馒头,有,有-面粉,6.0,食物,固态干粮
馒头,是,是-软的,5.0,食物,固态干粮
馒头,是,是-主食,5.0,食物,固态干粮
馒头,像,像-包子,5.0,食物,固态干粮
馒头,有,有-多种颜色,4.0,食物,固态干粮
馒头,是,是-甜的,3.0,食物,固态干粮
馒头,是,是-圆形,3.0,食物,固态干粮
馒头,像,像-石头,3.0,食物,固态干粮
馒头,需要,需要-发酵,3.0,食物,固态干粮
馒头,有,有-皮,3.0,食物,固态干粮
馒头,是,是-北方的,2.0,食物,固态干粮
馒头,是,是-蓬松的,2.0,食物,固态干粮
馒头,是,是-香的,2.0,食物,固态干粮
馒头,像,像-面包,2.0,食物,固态干粮
馒头,需要,需要-烹饪,2.0,食物,固态干粮
馒头,有,有-麦子,2.0,食物,固态干粮
馒头,有,有-能量,2.0,食物,固态干粮
馒头,有,有-营养,2.0,食物,固态干粮
鳗鱼,是,是-鱼,23.0,动物,水生动物
鳗鱼,是,是-食物,18.0,动物,水生动物
鳗鱼,像,像-蛇,15.0,动物,水生动物
鳗鱼,需要,需要-水,15.0,动物,水生动物
鳗鱼,可以,可以-游泳,14.0,动物,水生动物
鳗鱼,有,有-尾巴,14.0,动物,水生动物
鳗鱼,是,是-动物,13.0,动物,水生动物
鳗鱼,像,像-泥鳅,9.0,动物,水生动物
鳗鱼,有,有-鳍,7.0,动物,水生动物
鳗鱼,有,有-眼睛,7.0,动物,水生动物
鳗鱼,是,是-生物,6.0,动物,水生动物
鳗鱼,是,是-海里的,5.0,动物,水生动物
鳗鱼,需要,需要-食物,5.0,动物,水生动物
鳗鱼,有,有-鳃,5.0,动物,水生动物
鳗鱼,有,有-嘴巴,5.0,动物,水生动物
鳗鱼,像,像-带鱼,4.0,动物,水生动物
鳗鱼,需要,需要-捕捞,4.0,动物,水生动物
鳗鱼,有,有-牙齿,4.0,动物,水生动物
鳗鱼,有,有-营养,4.0,动物,水生动物
鳗鱼,可以,可以-煎,3.0,动物,水生动物
鳗鱼,是,是-水里的,3.0,动物,水生动物
鳗鱼,像,像-黄鳝,3.0,动物,水生动物
鳗鱼,需要,需要-保护,3.0,动物,水生动物
