Concept,Rel,Feature,Frequency,
金丝雀,需要,需要-保护,5,
金丝雀,需要,需要-睡觉,5,
金丝雀,有,有-多种种类,5,
金丝雀,是,是-黄色的,4,
金丝雀,是,是-小的,4,
金丝雀,像,像-燕子,4,
金丝雀,有,有-脚,4,
金丝雀,有,有-头,4,
金丝雀,是,是-宠物,3,
金丝雀,是,是-好看的,3,
金丝雀,是,是-家养的,3,
金丝雀,像,像-孔雀,3,
金丝雀,像,像-喜鹊,3,
金丝雀,需要,需要-虫,3,
金丝雀,需要,需要-鸟笼,3,
金丝雀,需要,需要-栖息地,3,
金丝雀,需要,需要-饲养,3,
金丝雀,需要,需要-阳光,3,
金丝雀,可以,可以-圈养,2,
金丝雀,是,是-白玉鸟,2,
金丝雀,是,是-小巧的,2,
金丝雀,是,是-优雅的,2,
金丝雀,像,像-蜂鸟,2,
金丝雀,像,像-啄木鸟,2,
金丝雀,有,有-多种颜色,2,
金丝雀,有,有-多种样式,2,
金丝雀,有,有-毛,2,
金丝雀,有,有-身体,2,
金丝雀,有,有-腿,2,
金条,可以,可以-买卖,14,
金条,有,有-重量,12,
金条,是,是-金属,11,
金条,是,是-黄金,10,
金条,是,是-黄色的,8,
金条,是,是-金色的,7,
金条,像,像-巧克力,7,
金条,是,是-亮的,6,
金条,需要,需要-保存,6,
金条,有,有-价值,6,
金条,可以,可以-收藏,5,
金条,是,是-贵的,5,
金条,是,是-货币,5,
金条,是,是-金子,5,
金条,像,像-砖头,5,
金条,有,有-多种颜色,5,
金条,有,有-金子,5,
金条,可以,可以-换钱,4,
金条,是,是-长方体,4,
金条,是,是-重的,4,
金条,需要,需要-储存,4,
金条,需要,需要-制造,4,
金条,可以,可以-交易,3,
金条,可以,可以-投资,3,
金条,是,是-珍贵的,3,
金条,有,有-多种样式,3,
金条,是,是-古代的,2,
金条,是,是-金黄色的,2,
金条,是,是-金钱,2,
金条,是,是-流通的,2,
金条,是,是-钱财,2,
金条,是,是-条状的,2,
金条,像,像-盒子,2,
金条,需要,需要-打磨,2,
金条,需要,需要-开采,2,
金条,有,有-多种形状,2,
金条,有,有-多种型号,2,
金条,有,有-棱角,2,
金条,有,有-面,2,
金银花,是,是-药,25,
金银花,是,是-植物,19,
金银花,可以,可以-冲泡,16,
金银花,是,是-花,15,
金银花,需要,需要-阳光,15,
金银花,需要,需要-水,14,
金银花,有,有-叶子,11,
金银花,是,是-食物,9,
金银花,需要,需要-土,9,
金银花,是,是-黄色的,8,
金银花,像,像-菊花,8,
金银花,需要,需要-空气,8,
金银花,有,有-根,8,
金银花,有,有-花瓣,8,
金银花,有,有-花蕊,8,
金银花,需要,需要-采摘,7,
金银花,可以,可以-解毒,6,
金银花,可以,可以-清热,6,
金银花,需要,需要-种植,6,
金银花,有,有-茎,6,
金银花,可以,可以-降火,5,
金银花,是,是-白色的,5,
金银花,是,是-香的,5,
金银花,可以,可以-饮用,4,
金银花,是,是-中药,4,
金银花,可以,可以-熬,3,
金银花,可以,可以-观赏,3,
金银花,是,是-茶,3,
金银花,是,是-金色的,3,
金银花,是,是-小的,3,
金银花,需要,需要-防虫,3,
金银花,需要,需要-制造,3,
金银花,是,是-忍冬,2,
金银花,是,是-长的,2,
金银花,像,像-豆芽,2,
金鱼,是,是-鱼,21,
金鱼,需要,需要-水,20,
金鱼,有,有-眼睛,18,
金鱼,可以,可以-观赏,17,
金鱼,可以,可以-游泳,17,
金鱼,是,是-动物,16,
金鱼,需要,需要-食物,16,
金鱼,有,有-鳞,15,
金鱼,有,有-尾巴,15,
金鱼,需要,需要-氧气,10,
金鱼,有,有-鳍,9,
金鱼,是,是-黄色的,7,
金鱼,是,是-金色的,7,
金鱼,有,有-鳃,7,
金鱼,有,有-大眼睛,6,
金鱼,像,像-鲤鱼,5,
金鱼,需要,需要-空气,5,
金鱼,是,是-好看的,4,
金鱼,是,是-红色的,4,
金鱼,是,是-食物,4,
金鱼,需要,需要-睡觉,4,
金鱼,需要,需要-饲养,4,
金鱼,需要,需要-鱼缸,4,
金鱼,有,有-多种种类,4,
金鱼,有,有-嘴巴,4,
金鱼,可以,可以-买卖,3,
金鱼,可以,可以-吐泡泡,3,
金鱼,是,是-宠物,3,
金鱼,像,像-花,3,
金鱼,像,像-鲫鱼,3,
金鱼,像,像-热带鱼,3,
金鱼,需要,需要-呼吸,3,
金鱼,需要,需要-换水,3,
金鱼,需要,需要-阳光,3,
金鱼,可以,可以-游来游去,2,
金鱼,是,是-金黄色的,2,
金鱼,是,是-水里的,2,
金鱼,是,是-小的,2,
金鱼,像,像-灯笼,2,
金鱼,需要,需要-饲料,2,
金鱼,需要,需要-鱼食,2,
金鱼,有,有-金色,2,
金针菇,是,是-食物,26,
金针菇,是,是-菌菇,22,
金针菇,需要,需要-水,15,
金针菇,是,是-白色的,9,
金针菇,有,有-根,9,
金针菇,是,是-长的,8,
金针菇,像,像-伞,8,
金针菇,其他,其他-火锅,7,
金针菇,是,是-细的,7,
金针菇,像,像-蘑菇,7,
金针菇,需要,需要-空气,7,
金针菇,需要,需要-阳光,7,
金针菇,有,有-营养,7,
金针菇,像,像-针,6,
金针菇,需要,需要-种植,6,
金针菇,是,是-植物,5,
金针菇,需要,需要-土,5,
金针菇,有,有-菌盖,5,
金针菇,可以,可以-炒,4,
金针菇,是,是-好吃的,4,
金针菇,像,像-杏鲍菇,4,
金针菇,需要,需要-清洗,4,
金针菇,是,是-条状的,3,
金针菇,需要,需要-温度,3,
金针菇,需要,需要-氧气,3,
金针菇,需要,需要-营养,3,
金针菇,有,有-菌柄,3,
金针菇,可以,可以-炖汤,2,
金针菇,可以,可以-凉拌,2,
金针菇,可以,可以-涮,2,
金针菇,可以,可以-下火锅,2,
金针菇,可以,可以-养殖,2,
金针菇,其他,其他-see,2,
金针菇,其他,其他-you,2,
金针菇,其他,其他-分布广泛,2,
金针菇,是,是-菜,2,
金针菇,是,是-药,2,
金针菇,是,是-真菌,2,
金针菇,像,像-茶树菇,2,
金针菇,像,像-花,2,
金针菇,需要,需要-湿度,2,
金针菇,需要,需要-煮,2,
金针菇,有,有-杆子,2,
金针菇,有,有-茎,2,
金针菇,有,有-菌杆,2,
金针菇,有,有-菌帽,2,
金针菇,有,有-菌丝,2,
金字塔,需要,需要-保护,15,
金字塔,是,是-建筑,13,
金字塔,是,是-埃及的,11,
金字塔,有,有-石头,10,
金字塔,有,有-木乃伊,9,
金字塔,可以,可以-观赏,7,
金字塔,是,是-三角形,7,
金字塔,是,是-塔,7,
金字塔,可以,可以-参观,6,
金字塔,是,是-坟墓,5,
金字塔,需要,需要-维护,5,
金字塔,有,有-历史,5,
金字塔,有,有-塔尖,5,
金字塔,有,有-土,5,
金字塔,是,是-神秘的,4,
金字塔,需要,需要-修建,4,
金字塔,有,有-狮身人面像,4,
金字塔,可以,可以-考古,3,
金字塔,可以,可以-游览,3,
金字塔,其他,其他-法老,3,
金字塔,是,是-大的,3,
金字塔,是,是-古老的,3,
金字塔,是,是-黄色的,3,
金字塔,是,是-金色的,3,
金字塔,是,是-文化,3,
金字塔,像,像-黄金,3,
金字塔,有,有-法老,3,
金字塔,可以,可以-旅行,2,
金字塔,可以,可以-拍照,2,
金字塔,可以,可以-研究,2,
金字塔,是,是-标志,2,
金字塔,是,是-尖的,2,
金字塔,是,是-玩具,2,
金字塔,是,是-圆锥形,2,
金字塔,像,像-金字塔,2,
金字塔,像,像-三角锥,2,
金字塔,像,像-三棱锥,2,
紧身衣,是,是-衣服,19.6551724137931,
紧身衣,可以,可以-穿,7.24137931034483,
紧身衣,可以,可以-塑形,7.24137931034483,
紧身衣,是,是-紧身的,6.20689655172414,
紧身衣,有,有-布,6.20689655172414,
紧身衣,是,是-服饰,5.17241379310345,
紧身衣,需要,需要-清洗,5.17241379310345,
紧身衣,有,有-多种颜色,5.17241379310345,
紧身衣,是,是-半包的,4.13793103448276,
紧身衣,有,有-多种型号,4.13793103448276,
紧身衣,有,有-多种样式,4.13793103448276,
紧身衣,可以,可以-包裹,3.10344827586207,
紧身衣,可以,可以-包裹身体,3.10344827586207,
紧身衣,可以,可以-保暖,3.10344827586207,
紧身衣,可以,可以-买卖,3.10344827586207,
紧身衣,可以,可以-凸显身材,3.10344827586207,
紧身衣,可以,可以-显瘦,3.10344827586207,
紧身衣,是,是-紧的,3.10344827586207,
紧身衣,像,像-泳衣,3.10344827586207,
紧身衣,需要,需要-缝纫,3.10344827586207,
紧身衣,有,有-弹性,3.10344827586207,
紧身衣,可以,可以-瘦身,2.06896551724138,
紧身衣,可以,可以-显身材,2.06896551724138,
紧身衣,是,是-皮的,2.06896551724138,
紧身衣,是,是-贴身的,2.06896551724138,
紧身衣,是,是-性感的,2.06896551724138,
紧身衣,是,是-修身的,2.06896551724138,
紧身衣,像,像-打底裤,2.06896551724138,
紧身衣,像,像-秋衣,2.06896551724138,
紧身衣,像,像-丝袜,2.06896551724138,
紧身衣,像,像-塑身衣,2.06896551724138,
紧身衣,需要,需要-设计,2.06896551724138,
紧身衣,需要,需要-制造,2.06896551724138,
紧身衣,有,有-拉链,2.06896551724138,
紧身衣,有,有-全包,2.06896551724138,
紧身衣,有,有-袖子,2.06896551724138,
紧身衣,有,有-长袖,2.06896551724138,
鲸鱼,是,是-动物,26.3636363636364,
鲸鱼,需要,需要-食物,20.9090909090909,
鲸鱼,可以,可以-游泳,16.3636363636364,
鲸鱼,是,是-哺乳类,15.4545454545455,
鲸鱼,有,有-鳍,14.5454545454545,
鲸鱼,像,像-鲨鱼,13.6363636363636,
鲸鱼,有,有-尾巴,13.6363636363636,
鲸鱼,需要,需要-水,12.7272727272727,
鲸鱼,是,是-海里的,11.8181818181818,
鲸鱼,可以,可以-喷水,10.9090909090909,
鲸鱼,是,是-大的,10.9090909090909,
鲸鱼,需要,需要-保护,10,
鲸鱼,是,是-鱼,9.09090909090909,
鲸鱼,有,有-眼睛,9.09090909090909,
鲸鱼,可以,可以-捕猎,7.27272727272727,
鲸鱼,需要,需要-睡觉,6.36363636363636,
鲸鱼,有,有-牙齿,6.36363636363636,
鲸鱼,有,有-嘴巴,5.45454545454545,
鲸鱼,是,是-生物,4.54545454545455,
鲸鱼,像,像-海豚,4.54545454545455,
鲸鱼,需要,需要-呼吸,4.54545454545455,
鲸鱼,需要,需要-鱼,4.54545454545455,
鲸鱼,可以,可以-观赏,3.63636363636364,
鲸鱼,是,是-蓝色的,3.63636363636364,
鲸鱼,需要,需要-空气,3.63636363636364,
鲸鱼,需要,需要-氧气,2.72727272727273,
鲸鱼,有,有-皮肤,2.72727272727273,
鲸鱼,有,有-头,2.72727272727273,
鲸鱼,是,是-白色的,1.81818181818182,
鲸鱼,是,是-光滑的,1.81818181818182,
鲸鱼,是,是-黑色的,1.81818181818182,
鲸鱼,是,是-玩具,1.81818181818182,
鲸鱼,像,像-船,1.81818181818182,
鲸鱼,像,像-潜水艇,1.81818181818182,
鲸鱼,像,像-山,1.81818181818182,
鲸鱼,需要,需要-海水,1.81818181818182,
鲸鱼,需要,需要-虾,1.81818181818182,
鲸鱼,需要,需要-阳光,1.81818181818182,
鲸鱼,有,有-大脑,1.81818181818182,
鲸鱼,有,有-多种种类,1.81818181818182,
鲸鱼,有,有-锋利的牙齿,1.81818181818182,
鲸鱼,有,有-庞大的体型,1.81818181818182,
鲸鱼,有,有-喷水口,1.81818181818182,
鲸鱼,有,有-鳃,1.81818181818182,
鲸鱼,有,有-身体,1.81818181818182,
警犬,是,是-狗,19.6551724137931,
警犬,需要,需要-训练,17.5862068965517,
警犬,其他,其他-警察,9.31034482758621,
警犬,是,是-动物,9.31034482758621,
警犬,需要,需要-食物,7.24137931034483,
警犬,有,有-眼睛,6.20689655172414,
警犬,有,有-鼻子,5.17241379310345,
警犬,有,有-多种种类,5.17241379310345,
警犬,有,有-牙齿,5.17241379310345,
警犬,可以,可以-破案,4.13793103448276,
警犬,是,是-灵敏的,4.13793103448276,
警犬,需要,需要-睡觉,4.13793103448276,
警犬,需要,需要-饲养,4.13793103448276,
警犬,有,有-嘴巴,4.13793103448276,
警犬,像,像-狼,3.10344827586207,
警犬,需要,需要-保护,3.10344827586207,
警犬,有,有-灵敏的嗅觉,3.10344827586207,
警犬,有,有-四肢,3.10344827586207,
警犬,有,有-尾巴,3.10344827586207,
警犬,可以,可以-工作,2.06896551724138,
警犬,可以,可以-缉毒,2.06896551724138,
警犬,可以,可以-叫,2.06896551724138,
警犬,可以,可以-协助办案,2.06896551724138,
警犬,其他,其他-缉毒犬,2.06896551724138,
警犬,是,是-哺乳类,2.06896551724138,
警犬,是,是-好帮手,2.06896551724138,
警犬,是,是-可爱的,2.06896551724138,
警犬,是,是-凶的,2.06896551724138,
警犬,是,是-杂食类,2.06896551724138,
警犬,像,像-宠物犬,2.06896551724138,
警犬,像,像-导盲犬,2.06896551724138,
警犬,需要,需要-呼吸,2.06896551724138,
警犬,需要,需要-水,2.06896551724138,
警犬,有,有-耳朵,2.06896551724138,
警犬,有,有-锋利的牙齿,2.06896551724138,
警犬,有,有-锋利的爪子,2.06896551724138,
警犬,有,有-毛,2.06896551724138,
警犬,有,有-爪子,2.06896551724138,
净化器,需要,需要-电,21,
净化器,可以,可以-净化空气,20,
净化器,是,是-电器,10,
净化器,是,是-家居用品,6,
净化器,需要,需要-清洗,6,
净化器,像,像-空调,5,
净化器,有,有-滤芯,5,
净化器,可以,可以-过滤,4,
净化器,可以,可以-净水,4,
净化器,有,有-多种样式,4,
净化器,可以,可以-买卖,3,
净化器,是,是-工具,3,
净化器,是,是-家具,3,
净化器,是,是-健康的,3,
净化器,有,有-多种品牌,3,
净化器,有,有-水,3,
净化器,是,是-生活用品,2,
净化器,是,是-箱子,2,
净化器,像,像-饮水机,2,
净化器,有,有-净化功能,2,
净化器,有,有-扇叶,2,
净水器,可以,可以-净水,23.2258064516129,
净水器,需要,需要-电,17.4193548387097,
净水器,可以,可以-过滤,15.4838709677419,
净水器,可以,可以-净化,10.6451612903226,
净水器,需要,需要-清洗,9.67741935483871,
净水器,是,是-电器,7.74193548387097,
净水器,是,是-机器,7.74193548387097,
净水器,有,有-水,7.74193548387097,
净水器,是,是-家居用品,5.80645161290323,
净水器,像,像-饮水机,4.83870967741935,
净水器,需要,需要-安装,3.87096774193548,
净水器,有,有-滤芯,3.87096774193548,
净水器,可以,可以-水质净化器,2.90322580645161,
净水器,是,是-工具,2.90322580645161,
净水器,是,是-水处理设备,2.90322580645161,
净水器,像,像-冰箱,2.90322580645161,
净水器,需要,需要-维护,2.90322580645161,
净水器,需要,需要-修理,2.90322580645161,
净水器,有,有-多种品牌,2.90322580645161,
净水器,有,有-活性炭,2.90322580645161,
净水器,可以,可以-买卖,1.93548387096774,
净水器,其他,其他-环保,1.93548387096774,
净水器,是,是-大的,1.93548387096774,
净水器,是,是-容器,1.93548387096774,
净水器,是,是-设备,1.93548387096774,
净水器,是,是-生活用品,1.93548387096774,
净水器,是,是-塑料,1.93548387096774,
净水器,是,是-小的,1.93548387096774,
净水器,是,是-仪器,1.93548387096774,
净水器,像,像-热水器,1.93548387096774,
净水器,像,像-筛子,1.93548387096774,
净水器,像,像-榨汁机,1.93548387096774,
净水器,需要,需要-换滤芯,1.93548387096774,
净水器,有,有-出水口,1.93548387096774,
净水器,有,有-反渗透膜,1.93548387096774,
净水器,有,有-水管,1.93548387096774,
镜框,是,是-框架,9.31034482758621,
镜框,是,是-金属,7.24137931034483,
镜框,有,有-多种颜色,7.24137931034483,
镜框,有,有-多种样式,7.24137931034483,
镜框,是,是-木的,6.20689655172414,
镜框,有,有-多种材质,6.20689655172414,
镜框,可以,可以-固定,5.17241379310345,
镜框,其他,其他-眼镜,5.17241379310345,
镜框,是,是-方形的,5.17241379310345,
镜框,需要,需要-制造,5.17241379310345,
镜框,需要,需要-保养,4.13793103448276,
镜框,需要,需要-擦,4.13793103448276,
镜框,可以,可以-保护,3.10344827586207,
镜框,是,是-圆形,3.10344827586207,
镜框,需要,需要-清洗,3.10344827586207,
镜框,有,有-镜片,3.10344827586207,
镜框,可以,可以-保护眼睛,2.06896551724138,
镜框,可以,可以-戴,2.06896551724138,
镜框,可以,可以-佩戴,2.06896551724138,
镜框,是,是-塑料,2.06896551724138,
镜框,是,是-物品,2.06896551724138,
镜框,是,是-长方形,2.06896551724138,
镜框,是,是-装饰,2.06896551724138,
镜框,像,像-放大镜,2.06896551724138,
镜框,像,像-近视镜,2.06896551724138,
镜框,像,像-相框,2.06896551724138,
镜框,像,像-眼睛,2.06896551724138,
镜框,有,有-支架,2.06896551724138,
镜子,是,是-玻璃,19.6551724137931,
镜子,可以,可以-反光,10.3448275862069,
镜子,需要,需要-擦,9.31034482758621,
镜子,是,是-生活用品,7.24137931034483,
镜子,是,是-日常的,5.17241379310345,
镜子,像,像-水面,5.17241379310345,
镜子,有,有-镜片,5.17241379310345,
镜子,是,是-光滑的,4.13793103448276,
镜子,是,是-易坏的,4.13793103448276,
镜子,是,是-易碎的,4.13793103448276,
镜子,有,有-曲面镜,4.13793103448276,
镜子,可以,可以-成像,3.10344827586207,
镜子,可以,可以-反射,3.10344827586207,
镜子,是,是-工具,3.10344827586207,
镜子,像,像-湖面,3.10344827586207,
镜子,需要,需要-保护,3.10344827586207,
镜子,需要,需要-轻拿轻放,3.10344827586207,
镜子,需要,需要-清洗,3.10344827586207,
镜子,有,有-平面镜,3.10344827586207,
镜子,可以,可以-投影,2.06896551724138,
镜子,是,是-亮的,2.06896551724138,
镜子,是,是-椭圆形,2.06896551724138,
镜子,是,是-圆形,2.06896551724138,
镜子,像,像-冰块,2.06896551724138,
镜子,像,像-窗户,2.06896551724138,
镜子,需要,需要-固定,2.06896551724138,
镜子,需要,需要-切割,2.06896551724138,
镜子,需要,需要-制造,2.06896551724138,
镜子,有,有-凹透镜,2.06896551724138,
镜子,有,有-多种型号,2.06896551724138,
韭菜,是,是-食物,23,
韭菜,是,是-绿色的,21,
韭菜,有,有-叶子,17,
韭菜,是,是-植物,14,
韭菜,是,是-蔬菜,13,
韭菜,需要,需要-水,13,
韭菜,有,有-根,13,
韭菜,像,像-草,11,
韭菜,需要,需要-土,10,
韭菜,需要,需要-种植,10,
韭菜,需要,需要-阳光,9,
韭菜,需要,需要-采摘,6,
韭菜,像,像-葱,5,
韭菜,需要,需要-空气,5,
韭菜,可以,可以-包饺子,4,
韭菜,可以,可以-炒,4,
韭菜,需要,需要-清洗,4,
韭菜,有,有-茎,4,
韭菜,是,是-菜,3,
韭菜,是,是-调料,3,
韭菜,是,是-长的,3,
韭菜,像,像-麦苗,3,
韭菜,需要,需要-营养,3,
韭菜,有,有-味道,3,
韭菜,可以,可以-加工,2,
韭菜,可以,可以-烧烤,2,
韭菜,是,是-臭的,2,
韭菜,是,是-细的,2,
韭菜,像,像-大蒜,2,
韭菜,像,像-麦子,2,
韭菜,像,像-蒜苗,2,
韭菜,需要,需要-肥料,2,
韭菜,需要,需要-烹饪,2,
酒杯,需要,需要-清洗,13,
酒杯,是,是-杯子,12,
酒杯,是,是-玻璃,11,
酒杯,可以,可以-喝酒,9,
酒杯,是,是-容器,8,
酒杯,是,是-易坏的,6,
酒杯,是,是-易碎的,6,
酒杯,可以,可以-盛物,5,
酒杯,有,有-杯壁,5,
酒杯,可以,可以-买卖,4,
酒杯,可以,可以-盛酒,4,
酒杯,需要,需要-擦,4,
酒杯,有,有-把手,4,
酒杯,有,有-杯托,4,
酒杯,是,是-透明的,3,
酒杯,需要,需要-倒酒,3,
酒杯,需要,需要-轻拿轻放,3,
酒杯,有,有-杯口,3,
酒杯,有,有-底座,3,
酒杯,有,有-多种样式,3,
酒杯,可以,可以-使用,2,
酒杯,可以,可以-饮用,2,
酒杯,是,是-餐具,2,
酒杯,是,是-高脚的,2,
酒杯,像,像-水壶,2,
酒杯,像,像-碗,2,
酒杯,需要,需要-保存,2,
酒杯,有,有-多种材质,2,
酒杯,有,有-脚,2,
酒杯,有,有-酒,2,
酒壶,是,是-容器,15,
酒壶,有,有-把手,10,
酒壶,需要,需要-清洗,6,
酒壶,可以,可以-喝酒,5,
酒壶,是,是-壶,5,
酒壶,像,像-茶壶,5,
酒壶,有,有-盖子,5,
酒壶,可以,可以-买卖,4,
酒壶,可以,可以-盛物,4,
酒壶,像,像-水壶,4,
酒壶,有,有-壶盖,4,
酒壶,有,有-壶嘴,4,
酒壶,像,像-杯子,3,
酒壶,需要,需要-制造,3,
酒壶,有,有-多种样式,3,
酒壶,有,有-壶身,3,
酒壶,有,有-口,3,
酒壶,可以,可以-盛酒,2,
酒壶,可以,可以-盛液体,2,
酒壶,是,是-陶瓷,2,
酒壶,是,是-圆形,2,
酒壶,像,像-阿拉丁神灯,2,
酒壶,像,像-葫芦,2,
酒壶,有,有-容量,2,
救护车,有,有-轮子,18,
救护车,是,是-车,17,
救护车,需要,需要-司机,17,
救护车,可以,可以-救生,16,
救护车,是,是-工具,9,
救护车,是,是-医疗用品,9,
救护车,其他,其他-交通,7,
救护车,像,像-警车,6,
救护车,可以,可以-行驶,5,
救护车,可以,可以-急救,5,
救护车,有,有-方向盘,5,
救护车,有,有-医生,5,
救护车,可以,可以-发声,4,
救护车,是,是-白色的,4,
救护车,是,是-紧急的,4,
救护车,需要,需要-汽油,4,
救护车,有,有-车身,4,
救护车,有,有-灯,4,
救护车,有,有-四个轮子,4,
救护车,有,有-座位,4,
救护车,可以,可以-报警,3,
救护车,可以,可以-闯红灯,3,
救护车,可以,可以-移动,3,
救护车,是,是-快速的,3,
救护车,像,像-面包车,3,
救护车,需要,需要-避让,3,
救护车,需要,需要-驾驶,3,
救护车,有,有-护士,3,
救护车,有,有-门,3,
救护车,可以,可以-发铃铛声,2,
救护车,可以,可以-救护病人,2,
救护车,可以,可以-救助病人,2,
救护车,是,是-设施,2,
救护车,像,像-面包,2,
救护车,像,像-消防车,2,
救护车,需要,需要-安全,2,
救护车,需要,需要-护士,2,
救护车,需要,需要-清洗,2,
救护车,需要,需要-医务人员,2,
救护车,需要,需要-油,2,
救护车,有,有-标志,2,
救护车,有,有-车厢,2,
救护车,有,有-窗户,2,
救护车,有,有-担架,2,
救护车,有,有-急救工具,2,
救护车,有,有-警示灯,2,
救护车,有,有-医护人员,2,
救生圈,可以,可以-救生,22,
救生圈,需要,需要-充气,20,
救生圈,像,像-甜甜圈,18,
救生圈,是,是-圆形,11,
救生圈,是,是-塑料,9,
救生圈,可以,可以-游泳,8,
救生圈,可以,可以-漂浮,7,
救生圈,是,是-工具,7,
救生圈,有,有-空气,7,
救生圈,像,像-轮子,6,
救生圈,有,有-气体,6,
救生圈,有,有-多种颜色,5,
救生圈,是,是-橡胶,4,
救生圈,需要,需要-制造,4,
救生圈,有,有-浮力,4,
救生圈,是,是-用品,3,
救生圈,是,是-圆环,3,
救生圈,像,像-游泳圈,3,
救生圈,有,有-多种形状,3,
救生圈,有,有-多种型号,3,
救生圈,可以,可以-保护,2,
救生圈,可以,可以-浮于水面,2,
救生圈,可以,可以-浮在水面,2,
救生圈,可以,可以-救援,2,
救生圈,可以,可以-买卖,2,
救生圈,是,是-器材,2,
救生圈,是,是-轻的,2,
救生圈,是,是-设备,2,
救生圈,是,是-水里的,2,
救生圈,有,有-充气,2,
救生圈,有,有-多种材质,2,
救生圈,有,有-气门,2,
桔皮,是,是-黄色的,12.4137931034483,
桔皮,是,是-药,11.3793103448276,
桔皮,可以,可以-冲泡,10.3448275862069,
桔皮,其他,其他-橘子,10.3448275862069,
桔皮,是,是-橙色的,9.31034482758621,
桔皮,是,是-皮,9.31034482758621,
桔皮,是,是-食物,9.31034482758621,
桔皮,是,是-香的,7.24137931034483,
桔皮,是,是-酸的,6.20689655172414,
桔皮,像,像-橙子皮,6.20689655172414,
桔皮,需要,需要-阳光,6.20689655172414,
桔皮,是,是-果皮,3.10344827586207,
桔皮,是,是-甜的,3.10344827586207,
桔皮,是,是-植物,3.10344827586207,
桔皮,需要,需要-保存,3.10344827586207,
桔皮,需要,需要-剥开,3.10344827586207,
桔皮,需要,需要-干燥,3.10344827586207,
桔皮,需要,需要-桔子,3.10344827586207,
桔皮,需要,需要-晾干,3.10344827586207,
桔皮,有,有-多种颜色,3.10344827586207,
桔皮,有,有-味道,3.10344827586207,
桔皮,可以,可以-促进食欲,2.06896551724138,
桔皮,可以,可以-减少疲劳感,2.06896551724138,
桔皮,可以,可以-晒,2.06896551724138,
桔皮,可以,可以-晒干,2.06896551724138,
桔皮,可以,可以-养颜美容,2.06896551724138,
桔皮,可以,可以-饮用,2.06896551724138,
桔皮,其他,其他-柑橘,2.06896551724138,
桔皮,是,是-白色的,2.06896551724138,
桔皮,是,是-陈皮,2.06896551724138,
桔皮,是,是-干的,2.06896551724138,
桔皮,是,是-金色的,2.06896551724138,
桔皮,是,是-清香的,2.06896551724138,
桔皮,是,是-涩的,2.06896551724138,
桔皮,是,是-湿的,2.06896551724138,
桔皮,是,是-水果,2.06896551724138,
桔皮,是,是-中药,2.06896551724138,
桔皮,像,像-橘皮,2.06896551724138,
桔皮,像,像-柚子皮,2.06896551724138,
桔皮,有,有-淡雅的花香味,2.06896551724138,
桔皮,有,有-多种种类,2.06896551724138,
桔皮,有,有-孔,2.06896551724138,
桔皮,有,有-纹路,2.06896551724138,
桔皮,有,有-营养,2.06896551724138,
桔子,是,是-食物,26,
桔子,是,是-水果,22,
桔子,有,有-皮,15,
桔子,有,有-果肉,12,
桔子,像,像-橙子,11,
桔子,是,是-黄色的,10,
桔子,是,是-甜的,10,
桔子,需要,需要-剥开,10,
桔子,是,是-酸的,9,
桔子,是,是-植物,9,
桔子,需要,需要-水,9,
桔子,需要,需要-阳光,8,
桔子,需要,需要-种植,8,
桔子,是,是-橙色的,7,
桔子,像,像-球,6,
桔子,需要,需要-采摘,6,
桔子,需要,需要-空气,5,
桔子,有,有-多种种类,5,
桔子,有,有-果汁,5,
桔子,有,有-维生素,5,
桔子,需要,需要-肥料,4,
桔子,需要,需要-土,4,
桔子,可以,可以-冲泡,3,
桔子,其他,其他-树,3,
桔子,是,是-好吃的,3,
桔子,是,是-橘子,3,
桔子,是,是-圆形,3,
桔子,像,像-灯笼,3,
桔子,像,像-柠檬,3,
桔子,像,像-乒乓球,3,
桔子,像,像-柚子,3,
桔子,有,有-维生素C,3,
桔子,有,有-味道,3,
桔子,有,有-营养,3,
桔子,有,有-籽,3,
桔子,可以,可以-买卖,2,
桔子,是,是-绿色的,2,
桔子,是,是-软的,2,
桔子,像,像-柿子,2,
桔子,像,像-太阳,2,
桔子,有,有-多种型号,2,
桔子,有,有-多种颜色,2,
桔子,有,有-果实,2,
桔子,有,有-叶子,2,
菊花,是,是-花,23.2258064516129,
菊花,是,是-植物,23.2258064516129,
菊花,可以,可以-观赏,21.2903225806452,
菊花,需要,需要-水,17.4193548387097,
菊花,有,有-花瓣,17.4193548387097,
菊花,需要,需要-阳光,14.5161290322581,
菊花,可以,可以-冲泡,12.5806451612903,
菊花,需要,需要-土,11.6129032258065,
菊花,像,像-向日葵,10.6451612903226,
菊花,需要,需要-种植,10.6451612903226,
菊花,有,有-多种颜色,10.6451612903226,
菊花,是,是-黄色的,9.67741935483871,
菊花,需要,需要-空气,8.70967741935484,
菊花,有,有-叶子,8.70967741935484,
菊花,有,有-根,7.74193548387097,
菊花,有,有-花蕊,7.74193548387097,
菊花,是,是-药,6.7741935483871,
菊花,有,有-茎,6.7741935483871,
菊花,需要,需要-采摘,5.80645161290323,
菊花,是,是-白色的,4.83870967741935,
菊花,是,是-香的,4.83870967741935,
菊花,像,像-太阳,4.83870967741935,
菊花,有,有-多种种类,4.83870967741935,
菊花,可以,可以-美化环境,2.90322580645161,
菊花,是,是-茶,2.90322580645161,
菊花,是,是-绿色的,2.90322580645161,
菊花,是,是-食物,2.90322580645161,
