head,relation,tail,熟悉度-familiarity,实体性-concretness,上级类别,下级类别,覆盖范围-coverage,impair
轿车,是,家里的,9.0,9.0,交通工具,车,0.780881751,0
轿车,是,金属,9.0,9.0,交通工具,车,0.780881751,0
轿车,是,快速的,9.0,9.0,交通工具,车,0.780881751,0
轿车,是,玩具,9.0,9.0,交通工具,车,0.780881751,1
轿车,像,盒子,9.0,9.0,交通工具,车,0.780881751,1
轿车,像,马车,9.0,9.0,交通工具,车,0.780881751,0
轿车,像,跑车,9.0,9.0,交通工具,车,0.780881751,0
轿车,像,自行车,9.0,9.0,交通工具,车,0.780881751,0
轿车,需要,检查,9.0,9.0,交通工具,车,0.780881751,1
轿车,需要,牌照,9.0,9.0,交通工具,车,0.780881751,0
轿车,需要,燃料,9.0,9.0,交通工具,车,0.780881751,0
轿车,有,玻璃,9.0,9.0,交通工具,车,0.780881751,1
轿车,有,刹车,9.0,9.0,交通工具,车,0.780881751,0
轿车,有,车牌,9.0,9.0,交通工具,车,0.780881751,1
轿车,有,挡风玻璃,9.0,9.0,交通工具,车,0.780881751,0
轿车,有,多种颜色,9.0,9.0,交通工具,车,0.780881751,0
轿车,有,轱辘,9.0,9.0,交通工具,车,0.780881751,1
轿车,有,四个车轮,9.0,9.0,交通工具,车,0.780881751,0
轿车,有,四个轮子,9.0,9.0,交通工具,车,0.780881751,0
韭菜,是,食物,9.0,9.0,植物,蔬菜,0.78186935,0
韭菜,是,绿色的,9.0,9.0,植物,蔬菜,0.78186935,1
韭菜,有,叶子,9.0,9.0,植物,蔬菜,0.78186935,0
韭菜,是,植物,9.0,9.0,植物,蔬菜,0.78186935,0
韭菜,是,蔬菜,9.0,9.0,植物,蔬菜,0.78186935,1
韭菜,需要,水,9.0,9.0,植物,蔬菜,0.78186935,0
韭菜,有,根,9.0,9.0,植物,蔬菜,0.78186935,1
韭菜,像,草,9.0,9.0,植物,蔬菜,0.78186935,0
韭菜,需要,土,9.0,9.0,植物,蔬菜,0.78186935,1
韭菜,需要,种植,9.0,9.0,植物,蔬菜,0.78186935,0
韭菜,需要,阳光,9.0,9.0,植物,蔬菜,0.78186935,1
韭菜,需要,采摘,9.0,9.0,植物,蔬菜,0.78186935,0
韭菜,像,葱,9.0,9.0,植物,蔬菜,0.78186935,0
韭菜,需要,空气,9.0,9.0,植物,蔬菜,0.78186935,1
韭菜,可以,包饺子,9.0,9.0,植物,蔬菜,0.78186935,1
韭菜,可以,炒,9.0,9.0,植物,蔬菜,0.78186935,1
韭菜,需要,清洗,9.0,9.0,植物,蔬菜,0.78186935,0
韭菜,有,茎,9.0,9.0,植物,蔬菜,0.78186935,1
韭菜,是,菜,9.0,9.0,植物,蔬菜,0.78186935,0
韭菜,是,调料,9.0,9.0,植物,蔬菜,0.78186935,0
韭菜,是,长的,9.0,9.0,植物,蔬菜,0.78186935,0
韭菜,像,麦苗,9.0,9.0,植物,蔬菜,0.78186935,1
韭菜,需要,营养,9.0,9.0,植物,蔬菜,0.78186935,0
韭菜,有,味道,9.0,9.0,植物,蔬菜,0.78186935,1
韭菜,可以,加工,9.0,9.0,植物,蔬菜,0.78186935,0
韭菜,可以,烧烤,9.0,9.0,植物,蔬菜,0.78186935,1
韭菜,是,臭的,9.0,9.0,植物,蔬菜,0.78186935,1
韭菜,是,细的,9.0,9.0,植物,蔬菜,0.78186935,0
韭菜,像,大蒜,9.0,9.0,植物,蔬菜,0.78186935,1
韭菜,像,麦子,9.0,9.0,植物,蔬菜,0.78186935,0
韭菜,像,蒜苗,9.0,9.0,植物,蔬菜,0.78186935,0
韭菜,需要,肥料,9.0,9.0,植物,蔬菜,0.78186935,1
韭菜,需要,烹饪,9.0,9.0,植物,蔬菜,0.78186935,1
卡车,是,大的,8.33,9.0,交通工具,车,0.662101464,0
卡车,有,轮子,8.33,9.0,交通工具,车,0.662101464,0
卡车,是,车,8.33,9.0,交通工具,车,0.662101464,0
卡车,是,工具,8.33,9.0,交通工具,车,0.662101464,0
卡车,像,货车,8.33,9.0,交通工具,车,0.662101464,0
卡车,可以,运输,8.33,9.0,交通工具,车,0.662101464,0
卡车,其他,交通,8.33,9.0,交通工具,车,0.662101464,0
卡车,需要,保养,8.33,9.0,交通工具,车,0.662101464,1
卡车,有,车厢,8.33,9.0,交通工具,车,0.662101464,1
卡车,需要,加油,8.33,9.0,交通工具,车,0.662101464,0
卡车,需要,驾驶,8.33,9.0,交通工具,车,0.662101464,1
卡车,需要,汽油,8.33,9.0,交通工具,车,0.662101464,0
卡车,需要,维护,8.33,9.0,交通工具,车,0.662101464,0
卡车,需要,油,8.33,9.0,交通工具,车,0.662101464,1
卡车,有,车身,8.33,9.0,交通工具,车,0.662101464,0
卡车,有,多种样式,8.33,9.0,交通工具,车,0.662101464,0
卡车,有,驾驶室,8.33,9.0,交通工具,车,0.662101464,1
卡车,可以,拉货,8.33,9.0,交通工具,车,0.662101464,0
卡车,需要,司机,8.33,9.0,交通工具,车,0.662101464,0
卡车,需要,修理,8.33,9.0,交通工具,车,0.662101464,0
卡车,有,发动机,8.33,9.0,交通工具,车,0.662101464,0
卡车,可以,搬运,8.33,9.0,交通工具,车,0.662101464,0
卡车,可以,开,8.33,9.0,交通工具,车,0.662101464,1
卡车,可以,买卖,8.33,9.0,交通工具,车,0.662101464,0
卡车,是,汽车的一种,8.33,9.0,交通工具,车,0.662101464,1
卡车,需要,动力,8.33,9.0,交通工具,车,0.662101464,1
卡车,需要,检查,8.33,9.0,交通工具,车,0.662101464,0
卡车,需要,人,8.33,9.0,交通工具,车,0.662101464,0
卡车,需要,制造,8.33,9.0,交通工具,车,0.662101464,0
卡车,有,车头,8.33,9.0,交通工具,车,0.662101464,0
卡车,有,多种品牌,8.33,9.0,交通工具,车,0.662101464,0
卡车,有,方向盘,8.33,9.0,交通工具,车,0.662101464,0
卡车,有,油箱,8.33,9.0,交通工具,车,0.662101464,1
卡车,有,载货箱,8.33,9.0,交通工具,车,0.662101464,1
裤子,可以,穿,9.0,9.0,人造物,服饰,0.676576674,1
裤子,是,衣服,9.0,9.0,人造物,服饰,0.676576674,0
裤子,有,布,9.0,9.0,人造物,服饰,0.676576674,1
裤子,可以,保暖,9.0,9.0,人造物,服饰,0.676576674,0
裤子,需要,清洗,9.0,9.0,人造物,服饰,0.676576674,0
裤子,是,服饰,9.0,9.0,人造物,服饰,0.676576674,1
裤子,有,裤腿,9.0,9.0,人造物,服饰,0.676576674,0
裤子,有,多种样式,9.0,9.0,人造物,服饰,0.676576674,0
裤子,可以,买卖,9.0,9.0,人造物,服饰,0.676576674,0
裤子,需要,缝纫,9.0,9.0,人造物,服饰,0.676576674,0
裤子,有,多种颜色,9.0,9.0,人造物,服饰,0.676576674,1
裤子,有,多种种类,9.0,9.0,人造物,服饰,0.676576674,0
裤子,有,裤腰,9.0,9.0,人造物,服饰,0.676576674,0
裤子,有,拉链,9.0,9.0,人造物,服饰,0.676576674,0
裤子,是,下衣,9.0,9.0,人造物,服饰,0.676576674,0
裤子,像,裙子,9.0,9.0,人造物,服饰,0.676576674,1
裤子,需要,熨烫,9.0,9.0,人造物,服饰,0.676576674,1
裤子,需要,制造,9.0,9.0,人造物,服饰,0.676576674,1
裤子,有,线,9.0,9.0,人造物,服饰,0.676576674,0
裤子,是,必需品,9.0,9.0,人造物,服饰,0.676576674,0
裤子,是,长的,9.0,9.0,人造物,服饰,0.676576674,0
裤子,需要,染料,9.0,9.0,人造物,服饰,0.676576674,0
裤子,有,多种型号,9.0,9.0,人造物,服饰,0.676576674,0
裤子,有,裤脚,9.0,9.0,人造物,服饰,0.676576674,0
裤子,有,两条腿,9.0,9.0,人造物,服饰,0.676576674,0
裤子,有,腿,9.0,9.0,人造物,服饰,0.676576674,0
裤子,可以,保护,9.0,9.0,人造物,服饰,0.676576674,1
裤子,是,时尚的,9.0,9.0,人造物,服饰,0.676576674,0
裤子,需要,剪裁,9.0,9.0,人造物,服饰,0.676576674,0
裤子,需要,针,9.0,9.0,人造物,服饰,0.676576674,0
裤子,有,短裤,9.0,9.0,人造物,服饰,0.676576674,0
裤子,有,多种材质,9.0,9.0,人造物,服饰,0.676576674,0
裤子,有,扣子,9.0,9.0,人造物,服饰,0.676576674,0
裤子,有,牛仔裤,9.0,9.0,人造物,服饰,0.676576674,0
裤子,有,长裤,9.0,9.0,人造物,服饰,0.676576674,1
筷子,是,餐具,9.0,9.0,人造物,餐具,0.686292154,1
筷子,是,木的,9.0,9.0,人造物,餐具,0.686292154,0
筷子,可以,进食,9.0,9.0,人造物,餐具,0.686292154,0
筷子,像,棍棒,9.0,9.0,人造物,餐具,0.686292154,0
筷子,是,金属,9.0,9.0,人造物,餐具,0.686292154,1
筷子,需要,清洗,9.0,9.0,人造物,餐具,0.686292154,0
筷子,需要,竹子,9.0,9.0,人造物,餐具,0.686292154,1
筷子,可以,夹菜,9.0,9.0,人造物,餐具,0.686292154,0
筷子,是,成对的,9.0,9.0,人造物,餐具,0.686292154,1
筷子,是,长的,9.0,9.0,人造物,餐具,0.686292154,0
筷子,有,多种材质,9.0,9.0,人造物,餐具,0.686292154,0
筷子,可以,夹食物,9.0,9.0,人造物,餐具,0.686292154,0
筷子,是,生活用品,9.0,9.0,人造物,餐具,0.686292154,1
筷子,是,细的,9.0,9.0,人造物,餐具,0.686292154,0
筷子,有,多种长度,9.0,9.0,人造物,餐具,0.686292154,1
筷子,有,多种种类,9.0,9.0,人造物,餐具,0.686292154,0
筷子,可以,夹东西,9.0,9.0,人造物,餐具,0.686292154,0
筷子,是,工具,9.0,9.0,人造物,餐具,0.686292154,0
筷子,像,树枝,9.0,9.0,人造物,餐具,0.686292154,0
筷子,需要,制造,9.0,9.0,人造物,餐具,0.686292154,0
筷子,有,两只,9.0,9.0,人造物,餐具,0.686292154,0
筷子,可以,夹取食物,9.0,9.0,人造物,餐具,0.686292154,0
筷子,可以,搅拌,9.0,9.0,人造物,餐具,0.686292154,0
筷子,是,日常的,9.0,9.0,人造物,餐具,0.686292154,0
筷子,是,塑料,9.0,9.0,人造物,餐具,0.686292154,0
筷子,是,陶瓷,9.0,9.0,人造物,餐具,0.686292154,1
筷子,是,条状的,9.0,9.0,人造物,餐具,0.686292154,1
筷子,像,铅笔,9.0,9.0,人造物,餐具,0.686292154,0
筷子,像,勺子,9.0,9.0,人造物,餐具,0.686292154,0
筷子,像,腿,9.0,9.0,人造物,餐具,0.686292154,1
筷子,像,指挥棒,9.0,9.0,人造物,餐具,0.686292154,0
筷子,有,多种颜色,9.0,9.0,人造物,餐具,0.686292154,1
筷子,有,两根,9.0,9.0,人造物,餐具,0.686292154,0
老虎,是,动物,9.0,9.0,动物,陆生动物,0.859551015,1
老虎,需要,食物,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,可以,捕猎,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,像,猫,9.0,9.0,动物,陆生动物,0.859551015,1
老虎,有,四肢,9.0,9.0,动物,陆生动物,0.859551015,1
老虎,有,牙齿,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,是,凶的,9.0,9.0,动物,陆生动物,0.859551015,1
老虎,是,肉食类,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,有,毛,9.0,9.0,动物,陆生动物,0.859551015,1
老虎,需要,水,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,有,尾巴,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,可以,跑,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,有,嘴巴,9.0,9.0,动物,陆生动物,0.859551015,1
老虎,是,哺乳类,9.0,9.0,动物,陆生动物,0.859551015,1
老虎,像,狮子,9.0,9.0,动物,陆生动物,0.859551015,1
老虎,需要,保护,9.0,9.0,动物,陆生动物,0.859551015,1
老虎,需要,睡觉,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,有,眼睛,9.0,9.0,动物,陆生动物,0.859551015,1
老虎,需要,空气,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,有,耳朵,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,有,锋利的牙齿,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,有,花纹,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,有,皮肤,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,是,大的,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,是,王,9.0,9.0,动物,陆生动物,0.859551015,1
老虎,有,爪子,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,可以,吃人,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,可以,观赏,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,是,锋利的,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,像,豹子,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,需要,呼吸,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,有,身体,9.0,9.0,动物,陆生动物,0.859551015,1
老虎,有,头,9.0,9.0,动物,陆生动物,0.859551015,1
老虎,可以,爬,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,是,黄色的,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,是,猫科,9.0,9.0,动物,陆生动物,0.859551015,1
老虎,是,猛兽,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,是,兽类,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,需要,肉,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,有,鼻子,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,有,多种种类,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,可以,称王,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,可以,繁衍,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,可以,攻击,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,可以,跳,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,可以,咬,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,可以,咬人,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,可以,游泳,9.0,9.0,动物,陆生动物,0.859551015,1
老虎,是,可怕的,9.0,9.0,动物,陆生动物,0.859551015,1
老虎,是,生物,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,需要,森林,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,需要,饲养,9.0,9.0,动物,陆生动物,0.859551015,1
老虎,需要,远离,9.0,9.0,动物,陆生动物,0.859551015,0
老虎,有,大脑,9.0,9.0,动物,陆生动物,0.859551015,1
老鼠,是,动物,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,有,尾巴,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,需要,食物,9.0,9.0,动物,陆生动物,0.708653647,1
老鼠,有,眼睛,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,需要,水,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,有,毛,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,有,牙齿,9.0,9.0,动物,陆生动物,0.708653647,1
老鼠,有,嘴巴,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,有,耳朵,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,有,四肢,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,可以,打洞,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,是,哺乳类,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,需要,睡觉,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,是,小的,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,有,皮肤,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,是,黑色的,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,是,灰色的,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,是,啮齿类,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,有,鼻子,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,有,胡子,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,可以,传播疾病,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,可以,偷吃东西,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,需要,空气,9.0,9.0,动物,陆生动物,0.708653647,1
老鼠,有,爪子,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,可以,繁衍,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,可以,跑,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,是,白色的,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,是,生物,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,是,鼠类,9.0,9.0,动物,陆生动物,0.708653647,1
老鼠,是,有害的,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,像,仓鼠,9.0,9.0,动物,陆生动物,0.708653647,1
老鼠,像,猫,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,像,鼠标,9.0,9.0,动物,陆生动物,0.708653647,1
老鼠,需要,捕捞,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,有,身体,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,可以,啃木头,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,可以,爬,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,可以,偷吃粮食,9.0,9.0,动物,陆生动物,0.708653647,1
老鼠,可以,偷吃食物,9.0,9.0,动物,陆生动物,0.708653647,1
老鼠,可以,挖洞,9.0,9.0,动物,陆生动物,0.708653647,1
老鼠,是,四害,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,是,讨厌的,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,是,玩具,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,像,松鼠,9.0,9.0,动物,陆生动物,0.708653647,1
老鼠,像,土拨鼠,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,像,兔子,9.0,9.0,动物,陆生动物,0.708653647,1
老鼠,像,鼹鼠,9.0,9.0,动物,陆生动物,0.708653647,1
老鼠,需要,谷物,9.0,9.0,动物,陆生动物,0.708653647,1
老鼠,需要,呼吸,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,需要,消灭,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,有,多种种类,9.0,9.0,动物,陆生动物,0.708653647,1
老鼠,有,头,9.0,9.0,动物,陆生动物,0.708653647,0
老鼠,有,须,9.0,9.0,动物,陆生动物,0.708653647,1
老鼠,有,长尾巴,9.0,9.0,动物,陆生动物,0.708653647,0
立交桥,是,桥,9.0,9.0,人造物,建筑,0.427924589,0
立交桥,是,道路,9.0,9.0,人造物,建筑,0.427924589,1
立交桥,其他,交通,9.0,9.0,人造物,建筑,0.427924589,1
立交桥,需要,维护,9.0,9.0,人造物,建筑,0.427924589,1
立交桥,是,建筑,9.0,9.0,人造物,建筑,0.427924589,1
立交桥,是,复杂的,9.0,9.0,人造物,建筑,0.427924589,1
立交桥,有,车,9.0,9.0,人造物,建筑,0.427924589,0
立交桥,可以,通行,9.0,9.0,人造物,建筑,0.427924589,0
立交桥,是,大的,9.0,9.0,人造物,建筑,0.427924589,0
立交桥,是,高的,9.0,9.0,人造物,建筑,0.427924589,0
立交桥,需要,建造,9.0,9.0,人造物,建筑,0.427924589,0
立交桥,需要,修建,9.0,9.0,人造物,建筑,0.427924589,1
立交桥,有,混凝土,9.0,9.0,人造物,建筑,0.427924589,0
立交桥,像,积木,9.0,9.0,人造物,建筑,0.427924589,0
立交桥,像,血管,9.0,9.0,人造物,建筑,0.427924589,0
立交桥,像,蜘蛛网,9.0,9.0,人造物,建筑,0.427924589,0
立交桥,需要,建,9.0,9.0,人造物,建筑,0.427924589,0
立交桥,需要,修理,9.0,9.0,人造物,建筑,0.427924589,0
立交桥,有,钢筋,9.0,9.0,人造物,建筑,0.427924589,0
立交桥,有,桥墩,9.0,9.0,人造物,建筑,0.427924589,1
立交桥,有,柱子,9.0,9.0,人造物,建筑,0.427924589,0
萝卜,是,食物,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,是,蔬菜,9.0,9.0,植物,蔬菜,0.8076198,1
萝卜,有,叶子,9.0,9.0,植物,蔬菜,0.8076198,1
萝卜,需要,水,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,是,植物,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,需要,土,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,需要,空气,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,是,白色的,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,需要,阳光,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,需要,种植,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,是,红色的,9.0,9.0,植物,蔬菜,0.8076198,1
萝卜,有,根,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,有,皮,9.0,9.0,植物,蔬菜,0.8076198,1
萝卜,是,草本类,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,像,胡罗卜,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,有,维生素,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,是,脆的,9.0,9.0,植物,蔬菜,0.8076198,1
萝卜,是,绿色的,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,像,棒槌,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,有,多种颜色,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,有,果实,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,有,水,9.0,9.0,植物,蔬菜,0.8076198,1
萝卜,有,味道,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,是,圆形,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,像,红薯,9.0,9.0,植物,蔬菜,0.8076198,1
萝卜,需要,肥料,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,需要,营养,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,可以,拔,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,可以,炒,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,可以,买卖,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,可以,生吃,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,可以,腌制,9.0,9.0,植物,蔬菜,0.8076198,1
萝卜,是,根茎,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,是,光滑的,9.0,9.0,植物,蔬菜,0.8076198,1
萝卜,是,药,9.0,9.0,植物,蔬菜,0.8076198,1
萝卜,像,钉子,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,像,胡巴,9.0,9.0,植物,蔬菜,0.8076198,1
萝卜,像,藕,9.0,9.0,植物,蔬菜,0.8076198,1
萝卜,像,土豆,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,有,多种种类,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,有,胡萝卜素,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,有,花,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,有,茎,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,有,纤维,9.0,9.0,植物,蔬菜,0.8076198,0
萝卜,有,营养,9.0,9.0,植物,蔬菜,0.8076198,1
萝卜,有,种子,9.0,9.0,植物,蔬菜,0.8076198,0
麻雀,可以,飞,8.67,9.0,动物,鸟,0.827635328,0
麻雀,是,鸟,8.67,9.0,动物,鸟,0.827635328,0
麻雀,需要,食物,8.67,9.0,动物,鸟,0.827635328,1
麻雀,是,动物,8.67,9.0,动物,鸟,0.827635328,0
麻雀,有,翅膀,8.67,9.0,动物,鸟,0.827635328,0
麻雀,需要,水,8.67,9.0,动物,鸟,0.827635328,0
麻雀,有,嘴巴,8.67,9.0,动物,鸟,0.827635328,0
麻雀,有,羽毛,8.67,9.0,动物,鸟,0.827635328,0
麻雀,需要,空气,8.67,9.0,动物,鸟,0.827635328,0
麻雀,有,爪子,8.67,9.0,动物,鸟,0.827635328,1
麻雀,是,小的,8.67,9.0,动物,鸟,0.827635328,0
麻雀,有,眼睛,8.67,9.0,动物,鸟,0.827635328,0
麻雀,是,食物,8.67,9.0,动物,鸟,0.827635328,1
麻雀,需要,睡觉,8.67,9.0,动物,鸟,0.827635328,1
麻雀,可以,叫,8.67,9.0,动物,鸟,0.827635328,0
麻雀,是,棕色的,8.67,9.0,动物,鸟,0.827635328,0
麻雀,需要,阳光,8.67,9.0,动物,鸟,0.827635328,0
麻雀,有,头,8.67,9.0,动物,鸟,0.827635328,0
麻雀,可以,捕猎,8.67,9.0,动物,鸟,0.827635328,0
麻雀,像,鹌鹑,8.67,9.0,动物,鸟,0.827635328,0
麻雀,需要,虫,8.67,9.0,动物,鸟,0.827635328,1
麻雀,有,脚,8.67,9.0,动物,鸟,0.827635328,1
麻雀,有,内脏,8.67,9.0,动物,鸟,0.827635328,0
麻雀,是,灰色的,8.67,9.0,动物,鸟,0.827635328,0
麻雀,是,小巧的,8.67,9.0,动物,鸟,0.827635328,1
麻雀,像,鸡,8.67,9.0,动物,鸟,0.827635328,1
麻雀,需要,保护,8.67,9.0,动物,鸟,0.827635328,0
麻雀,需要,树枝,8.67,9.0,动物,鸟,0.827635328,1
麻雀,可以,捕虫,8.67,9.0,动物,鸟,0.827635328,0
麻雀,可以,孵化,8.67,9.0,动物,鸟,0.827635328,1
麻雀,是,禽类,8.67,9.0,动物,鸟,0.827635328,0
麻雀,是,生物,8.67,9.0,动物,鸟,0.827635328,1
麻雀,像,飞机,8.67,9.0,动物,鸟,0.827635328,0
麻雀,像,鸽子,8.67,9.0,动物,鸟,0.827635328,0
麻雀,像,喜鹊,8.67,9.0,动物,鸟,0.827635328,0
麻雀,像,燕子,8.67,9.0,动物,鸟,0.827635328,0
麻雀,像,鹦鹉,8.67,9.0,动物,鸟,0.827635328,1
麻雀,有,多种种类,8.67,9.0,动物,鸟,0.827635328,1
麻雀,有,两只脚,8.67,9.0,动物,鸟,0.827635328,0
麻雀,有,身体,8.67,9.0,动物,鸟,0.827635328,1
麻雀,有,四肢,8.67,9.0,动物,鸟,0.827635328,0
麻雀,有,腿,8.67,9.0,动物,鸟,0.827635328,0
麻雀,有,尾巴,8.67,9.0,动物,鸟,0.827635328,1
马桶,可以,冲水,9.0,9.0,人造物,家具,0.683253178,0
马桶,有,盖子,9.0,9.0,人造物,家具,0.683253178,0
马桶,像,椅子,9.0,9.0,人造物,家具,0.683253178,0
马桶,需要,清洗,9.0,9.0,人造物,家具,0.683253178,0
马桶,有,马桶盖,9.0,9.0,人造物,家具,0.683253178,0
马桶,其他,厕所,9.0,9.0,人造物,家具,0.683253178,0
马桶,有,水箱,9.0,9.0,人造物,家具,0.683253178,0
马桶,是,白色的,9.0,9.0,人造物,家具,0.683253178,1
马桶,可以,上厕所,9.0,9.0,人造物,家具,0.683253178,1
马桶,有,水,9.0,9.0,人造物,家具,0.683253178,0
马桶,是,家具,9.0,9.0,人造物,家具,0.683253178,0
马桶,是,桶,9.0,9.0,人造物,家具,0.683253178,1
马桶,可以,排泄,9.0,9.0,人造物,家具,0.683253178,1
马桶,是,家居用品,9.0,9.0,人造物,家具,0.683253178,0
马桶,是,生活用品,9.0,9.0,人造物,家具,0.683253178,0
马桶,是,陶瓷,9.0,9.0,人造物,家具,0.683253178,0
马桶,是,用具,9.0,9.0,人造物,家具,0.683253178,1
马桶,需要,安装,9.0,9.0,人造物,家具,0.683253178,0
马桶,可以,买卖,9.0,9.0,人造物,家具,0.683253178,1
马桶,是,便利的,9.0,9.0,人造物,家具,0.683253178,1
马桶,需要,设计,9.0,9.0,人造物,家具,0.683253178,0
马桶,需要,刷,9.0,9.0,人造物,家具,0.683253178,0
马桶,需要,制造,9.0,9.0,人造物,家具,0.683253178,0
马桶,有,垫子,9.0,9.0,人造物,家具,0.683253178,0
马桶,可以,使用,9.0,9.0,人造物,家具,0.683253178,1
马桶,是,工具,9.0,9.0,人造物,家具,0.683253178,0
